,filename,genre,path,rmse,chroma_stft,spec_cent,spec_bw,rolloff,zcr,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19
11,blues.00000.au,blues,data/genres/blues/blues.00000.au,0.13022463,0.34994322,1784.4204464946638,2002.6501916232637,3806.4853160373937,0.08306639113293343,-113.59675,121.5573,-19.158825,42.351032,-6.376458,18.618876,-13.697912,15.344631,-12.285267,10.980492,-8.324325,8.810669,-3.667368,5.751691,-5.1627626,0.7509478,-1.6919378,-0.40995255,-2.3002088,1.2199285
12,blues.00032.au,blues,data/genres/blues/blues.00032.au,0.10123355,0.27631718,1309.4245640139245,1882.9193674570256,2764.099952532411,0.03939318583107585,-288.80173,105.89962,18.79132,23.688488,5.705111,25.549154,-13.467205,12.424733,-11.943818,1.5754986,-15.636262,-6.665247,-11.718801,-2.9523385,-7.3804994,-15.693589,-10.958548,-10.877396,-18.504187,-19.11074
13,blues.00096.au,blues,data/genres/blues/blues.00096.au,0.05134932,0.2605738,1132.3406288744395,1582.4920466586439,2065.4791769966623,0.048313766810178016,-314.5828,139.92674,11.86585,30.113312,-7.5497646,14.914179,-2.6995625,6.7079306,-6.3916016,2.8193502,-11.715414,2.0774803,-11.442501,-9.504389,-15.185494,-9.355572,-5.6727715,1.5647726,0.89093584,-7.9603767
14,blues.00083.au,blues,data/genres/blues/blues.00083.au,0.2512631,0.4272944,2314.748478923844,2261.694349187705,5036.169546971749,0.11795053393479102,-19.86715,98.89781,-24.477808,49.591755,-16.202192,30.204454,-18.0293,27.562143,-11.405337,14.883301,-8.911968,11.674803,-10.88706,9.315448,-5.8330903,9.261363,-4.050388,3.2558987,-3.4668512,2.380785
15,blues.00037.au,blues,data/genres/blues/blues.00037.au,0.06914513,0.2486274,1188.1683365997978,1682.8601504411129,2339.635852542086,0.04816032858455882,-328.6738,102.69687,19.876062,26.731255,7.158257,22.716642,-6.956797,12.804352,-10.708749,-0.41934884,-12.363976,-8.897178,-9.238519,-9.109326,-9.003835,-7.6407657,-7.1909156,-9.368476,-4.47006,-3.6888003
16,blues.00058.au,blues,data/genres/blues/blues.00058.au,0.16202763,0.35658816,2068.3711246841767,2033.9300469624955,4231.499412701964,0.10437162889415634,-95.43603,105.2167,-26.95301,60.830864,-4.8282228,21.53847,-13.514777,12.122106,-20.233633,12.138657,-5.227018,10.262574,-9.438187,3.8675337,-10.187452,3.5880928,-3.100752,0.19459704,0.84287196,-3.4165764
17,blues.00087.au,blues,data/genres/blues/blues.00087.au,0.15809804,0.3367731,1442.190270579292,1870.5341550882315,3083.4146883465555,0.050889337025928794,-155.50493,125.63886,1.5965534,45.804523,0.9007783,25.367563,-10.787497,15.5663805,-11.920467,1.2644408,-6.649821,-0.792893,-7.748057,0.413548,-7.030262,3.9976788,-6.2566113,0.95822704,2.0198214,-5.7421885
18,blues.00025.au,blues,data/genres/blues/blues.00025.au,0.08922226,0.29094842,1109.5696272816494,1463.2881312997417,2243.569766773897,0.05172493288022446,-249.28198,130.99792,0.6654366,66.69611,17.905897,4.622958,6.6100373,1.2453746,1.4191753,-1.5842932,-0.97415906,-3.5750647,-2.9269147,4.598685,7.478114,-0.17876866,-2.8188574,-2.6676357,0.75166684,-0.53317904
19,blues.00033.au,blues,data/genres/blues/blues.00033.au,0.13316481,0.26066875,1430.5820034726314,2075.6023434985827,3246.730367465654,0.04196988982681889,-239.01091,108.66921,34.14935,30.242792,-0.4709966,27.296513,-21.389084,14.155845,-24.50563,-1.8768201,-28.052265,-11.258264,-16.4841,-7.636357,-12.79629,-15.352031,-13.732283,-7.400161,-10.083954,-13.285141
20,blues.00043.au,blues,data/genres/blues/blues.00043.au,0.12731063,0.3990255,2155.6549226375455,2372.403604141636,5012.019693002612,0.08716538373161764,-109.16536,100.6215,-8.61472,47.358475,-6.5559597,39.613613,-8.518134,29.56467,-16.575962,13.165633,-24.209795,6.5857744,-8.64262,4.912258,-15.442803,1.5387509,-6.732474,1.4177744,-3.9617505,3.2874606
21,blues.00094.au,blues,data/genres/blues/blues.00094.au,0.14101781,0.3766867,1239.3372282343373,1659.4664703824967,2517.6181096410605,0.05090785543246904,-206.27844,126.627464,10.585206,43.223164,12.501488,19.425001,0.3573831,12.738808,-4.57233,4.0508165,-4.4139524,3.6594083,-1.4484802,-1.6951504,-7.157464,1.1711141,-6.221974,0.6007029,-1.6050948,-0.52877414
22,blues.00060.au,blues,data/genres/blues/blues.00060.au,0.19622159,0.43089414,1946.5656516997744,1979.9099336776742,3955.8677460756094,0.09745368130804953,-67.77098,111.704185,-34.646107,61.334896,0.050250642,30.560614,-12.701725,21.159567,-13.1311455,16.282295,-6.335246,12.295833,-12.477989,1.6812786,-5.1420693,4.644003,-6.9192176,1.0407197,-4.7368717,-0.6600363
23,blues.00021.au,blues,data/genres/blues/blues.00021.au,0.10115947,0.3210848,1046.7488400213697,1480.933763635752,1830.7889294698143,0.04793735185274768,-264.6984,138.85597,11.186485,48.52034,14.915179,20.572824,3.2078152,1.2471708,-15.846408,15.986909,3.368814,-1.5201286,1.8947266,6.3255515,-0.98660696,-2.4128594,-3.6830623,0.49694544,5.046816,-0.7800096
24,blues.00057.au,blues,data/genres/blues/blues.00057.au,0.17592035,0.42428362,1886.6836192756325,1913.2246226414595,3828.101851991825,0.08992387045278638,-92.74798,115.33953,-35.06427,57.861553,1.8450912,26.61661,-14.552453,22.133253,-8.2091465,11.01595,-5.6436005,7.2771735,-10.205973,1.3321749,-4.1058974,0.97830284,-6.5537868,-0.68251175,-2.1268265,-1.5182433
25,blues.00013.au,blues,data/genres/blues/blues.00013.au,0.11322116,0.26461586,1324.3043562121863,1827.7375353762977,2710.033612797504,0.051417300575657895,-209.78926,124.45844,10.310378,47.018005,6.510236,15.40545,-1.9927107,6.7174063,-21.554195,10.721717,-5.5249667,-2.205934,-3.038193,8.645517,-0.30423063,-0.63774234,-2.9398854,-1.7059216,-1.7695898,-7.7629576
26,blues.00023.au,blues,data/genres/blues/blues.00023.au,0.102001555,0.2807143,1210.1979170105503,1497.8228092446402,2522.1014158644543,0.052482675841718264,-227.26479,137.76237,-14.50046,63.556877,5.626698,11.961589,1.9062206,-1.8807667,-7.6091137,-2.4705942,-2.884146,-9.432815,-10.916914,3.5694356,4.1395826,0.09294742,-2.9729273,-1.3769395,7.5504985,-3.0325186
27,blues.00019.au,blues,data/genres/blues/blues.00019.au,0.09767247,0.25725934,1195.4116396780203,1481.2842588449475,2234.878152664232,0.05887114817143963,-236.66534,138.40906,-4.9034615,47.624584,5.1792555,8.879488,0.5071056,-3.8182735,-14.977521,10.420425,-0.3511817,0.7778294,1.7773063,4.2354226,-0.46335074,-6.1056924,-5.3823814,-1.3375857,-3.719717,-4.353154
28,blues.00011.au,blues,data/genres/blues/blues.00011.au,0.06571296,0.36713746,1353.2604615658556,1757.2309414323697,2882.224238251016,0.04395891785990712,-287.91495,123.98007,5.459751,33.678093,1.0919149,14.704471,-4.898553,8.6549015,0.784048,6.570927,-4.8786583,-3.1808655,-5.5564203,-6.7896266,-2.6446395,-2.9849262,-3.3852015,-1.8563895,1.8361506,-4.89742
29,blues.00079.au,blues,data/genres/blues/blues.00079.au,0.27087033,0.42149454,2443.2982076738144,2358.443292548332,5267.60148086784,0.12473545133513932,-3.5280437,92.914314,-25.110401,45.177696,-10.861859,31.854362,-18.049334,28.619509,-10.224033,14.66693,-14.8997135,14.742994,-15.600666,9.548171,-14.788736,2.0678563,-13.821132,3.5636168,-5.965995,-1.6499976
30,blues.00069.au,blues,data/genres/blues/blues.00069.au,0.11656993,0.2918844,2371.099277792781,2209.699345771831,5004.1114074895995,0.12514096664570434,-121.40884,96.10608,-19.613255,48.011654,-38.798702,24.746748,-32.933586,8.099362,-17.798166,6.109449,-19.986544,6.793616,-19.333881,-0.11444706,-12.250432,-4.9274373,-10.40958,-2.0495653,-1.768211,-3.9621587
31,blues.00093.au,blues,data/genres/blues/blues.00093.au,0.06590629,0.37769046,569.9307210492511,995.4071254153648,927.4277253047601,0.021700549051857584,-350.4362,169.54575,31.820374,16.682835,28.710146,19.256973,7.8633947,10.036764,4.7351065,2.9074657,3.9155526,1.8216896,-5.9708915,-5.2595673,-0.22921075,-1.7768497,-3.7137508,0.18159106,2.07239,-2.8962252
32,blues.00090.au,blues,data/genres/blues/blues.00090.au,0.1318901,0.37768775,1613.3157252262965,1972.202261498291,3470.4040149417087,0.058235853449109906,-177.49075,115.3461,9.9698715,54.051327,7.6169353,28.314299,-9.058338,20.05526,-15.045015,6.224082,-5.689819,1.3842427,-5.8372355,5.016452,-0.7486125,5.065469,-5.0848794,-2.7954993,2.4355237,-5.3752093
33,blues.00012.au,blues,data/genres/blues/blues.00012.au,0.119071715,0.26932004,1361.0454673278873,1567.804595729616,2739.6251005284926,0.06912392064144737,-207.20808,132.79918,-15.438985,60.98672,0.7258076,12.437826,1.1838365,-1.5407804,-17.888153,8.358495,-2.4520671,-0.6132484,0.38487768,2.6051273,-5.1889234,-9.527454,-9.244394,-2.8482733,-1.4187069,-5.9326067
34,blues.00022.au,blues,data/genres/blues/blues.00022.au,0.11347541,0.30645087,1156.0704963820476,1497.6681759683668,2170.053544649768,0.05861340218653251,-233.86078,136.17024,3.289488,48.931194,8.699104,13.954753,5.359447,0.3813349,-13.490266,16.871769,5.1452575,-2.2505772,3.959197,5.3225546,0.81202835,-1.1072007,-4.5565553,-2.4364893,3.3169127,-0.6084851
35,blues.00098.au,blues,data/genres/blues/blues.00098.au,0.12542243,0.4429723,2310.280604027964,2206.7109355032635,4829.320797757837,0.12842590520994582,-90.67749,100.09313,-23.916267,52.581123,-20.916391,31.494152,-11.203328,20.085384,-10.909221,17.556229,-14.0925255,12.988067,-11.415391,2.9060688,-12.012915,4.8225856,-11.156673,1.1592113,-3.913956,3.250427
36,blues.00054.au,blues,data/genres/blues/blues.00054.au,0.20088853,0.45272833,2030.4852237516182,1987.3204157951136,4062.942098611649,0.10338599615421827,-57.978786,108.98911,-36.2002,64.03285,1.4546819,26.30075,-17.470224,20.423563,-9.526501,18.171871,-6.047029,13.862625,-11.287124,4.663286,-6.3889985,3.2137756,-8.078659,-1.7236612,-5.4226747,-2.582366
37,blues.00080.au,blues,data/genres/blues/blues.00080.au,0.24243358,0.36815828,1827.148035708558,1898.7171236116085,3743.6190295145607,0.09403873597136223,-54.727688,119.4732,-34.84558,37.52879,-15.874042,22.068438,-14.655402,18.519848,-9.629924,11.256,-11.723004,11.535461,-6.421255,1.7880867,-5.8745685,0.37093905,-9.066487,-2.0212312,-5.4175196,0.024243522
38,blues.00004.au,blues,data/genres/blues/blues.00004.au,0.09156322,0.3085901,1835.4946028033319,1748.3624480992835,3580.945013182082,0.1015001421004257,-160.26604,126.1988,-35.60545,22.153301,-32.48927,10.864513,-23.35793,0.5031179,-11.805832,1.206805,-13.083821,-2.8063836,-6.934123,-7.558618,-9.173553,-4.5121646,-5.4535384,-0.9241607,-4.4093328,-11.703781
39,blues.00047.au,blues,data/genres/blues/blues.00047.au,0.11224513,0.3364544,2013.3824371007638,2310.305515615935,4849.49567576311,0.07534497145897832,-149.95169,93.62948,6.3434553,71.51194,-8.107512,36.20725,-9.776672,17.639805,-21.115799,-0.13730818,-22.199284,5.430452,-7.4622707,-4.3358784,-12.401641,9.6245985,-5.014184,-3.7041457,2.3425112,4.161077
40,blues.00028.au,blues,data/genres/blues/blues.00028.au,0.09969554,0.2759743,1115.729115994133,1398.954703655198,2290.444483328899,0.04802843217879257,-248.96767,139.03845,-16.249239,57.098114,20.196358,10.160564,4.5801764,0.33981502,-7.8678823,-3.4663062,-2.640629,-2.8440943,-0.8933254,-2.4016511,2.5727208,-5.8739614,-12.408275,-7.301891,-0.9324048,-2.6992729
41,blues.00035.au,blues,data/genres/blues/blues.00035.au,0.1734075,0.2883302,1506.9793924502912,2096.6376311044596,3404.796078330592,0.045430186363196595,-171.78606,120.280235,15.336581,21.097279,-5.4100204,24.192474,-24.140308,18.545324,-22.352987,1.302639,-20.761292,-4.9845457,-17.119595,-7.898077,-15.321157,-9.35015,-8.90613,-8.516965,-14.33001,-19.935202
42,blues.00074.au,blues,data/genres/blues/blues.00074.au,0.19695616,0.36715716,2515.864860951187,2531.4491585109317,5771.631766398994,0.12091612446787926,-56.004456,87.83711,-1.5984378,41.206783,-5.615634,27.782259,-24.000334,21.765877,-18.427973,12.324177,-13.717417,11.84905,-3.9775527,7.0980887,-4.465408,5.120333,-6.6489105,5.869997,-3.6964357,-1.9659809
43,blues.00095.au,blues,data/genres/blues/blues.00095.au,0.18714833,0.3699725,1388.39474862631,1772.8543804625165,2754.525010430776,0.05714742465654025,-130.55396,139.9771,-1.2691467,39.32365,-6.3518057,19.769089,-11.213042,27.246105,-16.532667,7.0314026,-1.1971618,1.6117579,-6.628306,4.95224,-1.6333263,0.95666003,-4.8407574,-5.966954,-2.782187,-6.4940014
44,blues.00001.au,blues,data/genres/blues/blues.00001.au,0.095918424,0.34098318,1529.8353159300755,2038.617578969221,3548.8202074363876,0.056044256724071206,-207.5568,124.00672,8.93056,35.874687,2.9160368,21.523726,-8.554703,23.358671,-10.103617,11.903744,-5.5603876,5.376803,-2.2391195,4.2169633,-6.0122733,0.93610954,-0.71653724,0.29387614,-0.28743085,0.5315728
45,blues.00034.au,blues,data/genres/blues/blues.00034.au,0.13593899,0.26224846,1536.7830758847113,2157.1380999035514,3601.0282250749806,0.04570040392801858,-217.2112,105.79117,15.618613,25.26306,-1.4379988,30.195396,-17.713644,17.321499,-27.209541,4.3398285,-20.063429,-10.695904,-14.224881,-5.1562123,-3.4715784,-6.184278,-15.325319,-6.845779,-9.828355,-13.941391
46,blues.00091.au,blues,data/genres/blues/blues.00091.au,0.09940469,0.42192185,991.1644174915215,1396.5236857962022,1943.1215835429566,0.03605269204721362,-236.361,161.69742,-1.1359414,27.271112,9.595983,20.604881,0.24190268,13.7905655,-0.49592614,10.182137,-4.4528527,5.5094457,-3.7133255,-0.895497,-4.9008007,-2.8668244,-3.7613409,-3.3457072,-2.4103496,-3.780145
47,blues.00029.au,blues,data/genres/blues/blues.00029.au,0.12471523,0.28045645,1649.2937714648365,2190.2483057567983,3761.42725516399,0.05292636174535604,-233.72461,101.1836,17.65027,23.734356,2.0793703,25.94029,-16.96771,15.094174,-22.27879,4.4005084,-23.201637,-6.046126,-5.065352,1.073173,-5.780493,-8.305594,-11.386346,-6.7253156,-10.027706,-14.035268
48,blues.00005.au,blues,data/genres/blues/blues.00005.au,0.10346758,0.30234644,1831.9423675966689,1729.483241126701,3480.9372845818016,0.09403986975135449,-177.86905,118.19691,-17.550674,30.758635,-21.742746,11.903803,-20.734247,3.1805975,-8.583484,-0.9364873,-11.776275,-2.4206142,-9.339365,-9.939324,-3.909892,-5.570624,-1.8390231,-2.7784202,-3.046866,-8.1158085
49,blues.00009.au,blues,data/genres/blues/blues.00009.au,0.08135202,0.27400923,1817.5163862399393,1973.7390701415943,3944.451148443547,0.0792153184258901,-213.1808,115.152794,-11.716267,39.02947,-20.352757,13.082405,-9.173482,9.0161495,-14.097915,4.278178,-6.039595,3.7847714,0.22566757,-5.1136374,-0.4130643,-1.1845373,-1.9207147,-2.2937274,2.8912659,-4.2332044
50,blues.00088.au,blues,data/genres/blues/blues.00088.au,0.1420487,0.3779773,1006.7589621973702,1530.437061484363,2074.679121365857,0.03206556574109907,-194.25453,151.85715,-1.1972692,39.19806,16.581612,18.257576,-1.3966677,14.883665,-11.617613,2.4517088,-5.080099,3.946018,-0.90044993,0.63845587,-8.354744,-7.5158043,-8.049329,-5.410957,-2.535688,0.12851207
51,blues.00064.au,blues,data/genres/blues/blues.00064.au,0.11741277,0.3324796,2553.2324147739323,2280.1286685771834,5148.102203463623,0.14685171971749225,-85.15025,88.80672,-16.32261,59.224518,-35.990242,14.385729,-22.308613,9.647323,-14.820338,11.177996,-14.804456,8.478452,-19.590225,6.41321,-13.779667,6.112036,-13.154643,3.9334557,-7.615453,3.752625
52,blues.00062.au,blues,data/genres/blues/blues.00062.au,0.10624005,0.31178042,2279.895452717578,2119.7260567369494,4732.338050865906,0.11714895148026316,-144.96793,95.72648,-21.598644,49.625744,-29.884745,29.353168,-18.844486,17.87758,-9.666899,5.5058775,-9.546327,6.3651776,-21.08388,2.4527624,-9.533539,-1.4226509,-9.327805,5.1367497,-8.103219,-2.4450276
53,blues.00076.au,blues,data/genres/blues/blues.00076.au,0.21907993,0.3655753,2645.6816610382457,2426.198511888736,5612.507728600281,0.1364685625483746,-52.69306,74.43028,-18.692438,56.323868,-3.939687,31.971836,-16.459637,22.4094,-12.257828,27.216745,-9.233178,7.7924986,-10.561926,6.9469557,-9.127866,13.020091,-9.854002,3.6894596,-4.947726,4.4260654
54,blues.00075.au,blues,data/genres/blues/blues.00075.au,0.1921537,0.4664359,2225.216647159957,2255.1950050803102,4703.188227130901,0.10858664497871517,-86.35233,92.67525,-15.377407,54.05977,0.8832092,31.563927,-14.615397,23.320065,-14.97542,15.335823,-7.0472016,12.181272,-6.0976243,7.025419,-5.805348,7.432128,-6.075142,3.3829908,-4.2769337,1.2381928
55,blues.00018.au,blues,data/genres/blues/blues.00018.au,0.07967272,0.2699293,1537.6571825463077,2054.7791131062304,3495.653862259336,0.056131935710139316,-252.53398,104.92749,15.353578,42.656635,6.778399,21.618893,-1.2996832,5.6843686,-16.614656,12.166093,-1.9533079,1.9605573,-0.88143474,7.7786036,2.3902543,1.7741405,1.3393173,3.6306992,4.9108605,-2.651944
56,blues.00082.au,blues,data/genres/blues/blues.00082.au,0.2513502,0.3388961,2141.4616556443507,2168.01556004121,4627.997015135207,0.10515129160216719,-29.362093,108.667946,-25.573164,38.429466,-18.32509,21.781094,-25.161655,22.387049,-17.604126,14.660117,-12.0785055,5.456504,-7.6877117,7.410599,-11.319178,7.229288,-9.466551,1.930059,-6.3284755,-1.3048126
57,blues.00041.au,blues,data/genres/blues/blues.00041.au,0.12917201,0.3869505,2390.7721944713276,2463.394088320833,5403.783990724168,0.10228887504837461,-107.16154,88.46617,-4.174954,55.48419,-8.007364,38.415665,-6.399442,28.574484,-19.820578,13.247096,-19.241852,12.072803,-4.5800486,3.7917395,-16.991062,11.624591,-7.3602033,-3.6573021,-7.1774373,1.9771922
58,blues.00078.au,blues,data/genres/blues/blues.00078.au,0.25805238,0.41418847,2333.6851078010827,2227.425608826533,4942.811778160071,0.12386319659442724,-2.5243378,101.252716,-33.924385,41.516888,-13.804995,31.919867,-21.864819,24.45844,-15.880979,15.789352,-14.366655,12.506607,-13.368822,6.112816,-9.065889,5.0337725,-11.3302765,3.1665335,-4.5675907,-4.033623
59,blues.00017.au,blues,data/genres/blues/blues.00017.au,0.093281545,0.30209628,1088.6981660809784,1410.9479544080614,2134.41209350208,0.04832397083010836,-245.75644,140.48592,-2.7647712,60.436207,18.937946,9.833541,3.5638893,0.53268576,-16.37224,6.6300793,7.268408,-4.0088925,1.6082538,5.8993783,-3.0227852,-4.772989,-3.0257866,-1.9939384,-0.055458967,-3.9753497
60,blues.00042.au,blues,data/genres/blues/blues.00042.au,0.11100144,0.37751907,2302.113047248994,2367.6958747133654,5188.551958869485,0.09786448759191177,-159.54498,69.7796,-4.3964195,76.85395,3.9205282,45.173176,-4.866254,32.201977,-9.796957,7.8119044,-21.827597,9.68371,-2.5891242,3.307305,-14.966981,10.23581,-4.084133,-5.8501844,-2.474234,6.650418
61,blues.00038.au,blues,data/genres/blues/blues.00038.au,0.16814499,0.26588318,1513.4221069919367,2140.6067789034378,3449.6791402621902,0.044378038530379256,-192.66718,111.190765,21.372723,26.39834,-0.6461219,23.486736,-25.46455,16.93773,-16.977055,5.7886353,-25.730206,-5.044726,-17.63182,-7.9216876,-15.152404,-12.3425455,-17.227766,-7.7717276,-13.03396,-17.94575
62,blues.00020.au,blues,data/genres/blues/blues.00020.au,0.07538687,0.3027323,1389.955510410899,1911.4851516926417,3005.773491165586,0.05256015080785604,-230.413,127.094185,7.1511,39.78209,1.9511324,17.411688,-5.625576,8.252521,-18.105354,13.839342,-3.7635849,2.561243,-4.3294525,6.81776,-6.157659,-6.2147574,-4.5154333,-1.8505992,-0.53905606,1.5080264
63,blues.00026.au,blues,data/genres/blues/blues.00026.au,0.076970495,0.27848446,1198.6076653608022,1573.308974392403,2478.3766802619484,0.051987591911764705,-284.81952,108.78563,9.131957,51.25902,18.111256,7.621316,8.781748,2.3724258,0.0117863985,2.2504168,4.200278,-3.3037343,1.6015606,2.660516,3.3234546,3.2589197,-4.551106,0.49384555,5.9370656,3.2315443
64,blues.00066.au,blues,data/genres/blues/blues.00066.au,0.11049626,0.37470976,2340.4328733825514,2256.538115173274,4972.503265286377,0.1217751517753483,-116.5174,97.43028,-13.880191,48.966755,-22.582241,27.753967,-20.22865,18.630768,-14.642883,8.473099,-16.644655,10.998191,-13.8618,9.735367,-5.0894876,2.6346378,-9.883816,6.1590586,-7.682608,-4.852479
65,blues.00010.au,blues,data/genres/blues/blues.00010.au,0.14293914,0.3039545,1410.4690961427957,1512.620982898322,2767.2749333337365,0.06298072271671827,-173.7075,137.1564,-23.766514,26.989363,-16.668417,4.1984477,-12.5666275,5.8348417,-2.8817346,-1.2086818,-1.9657357,1.8005345,-2.988374,-1.8693887,-0.8001554,-3.0237813,-0.445196,-1.9982274,-0.74359894,-4.9861126
66,blues.00031.au,blues,data/genres/blues/blues.00031.au,0.15157077,0.2534871,1331.073970105065,1973.6434372895212,2900.174129710478,0.04296723829334365,-221.80254,110.84307,18.620985,30.922995,3.2913303,22.587444,-20.4183,12.120994,-26.347956,-4.3562713,-26.406677,-13.037724,-12.652227,-1.821906,-7.2600965,-6.6602516,-14.682693,-11.719264,-11.025215,-13.3872595
67,blues.00061.au,blues,data/genres/blues/blues.00061.au,0.14176637,0.45190534,2504.0268523020454,2180.4386914668803,5077.1526324859715,0.16758439858262383,-82.45471,94.147766,-27.120918,75.65509,-27.509953,35.57621,-20.278538,25.1092,-15.362309,11.3297415,-13.398637,8.139763,-8.494857,8.28336,-10.346549,-3.4620607,-5.223508,-2.5958476,-8.363733,-6.978243
68,blues.00007.au,blues,data/genres/blues/blues.00007.au,0.13178548,0.30792102,1451.7541466600373,1577.3699166309016,2955.348796076819,0.06143500266060371,-179.39543,136.45924,-26.656359,39.988026,5.289677,10.924428,-20.56189,8.513764,-11.35691,-3.4690773,-8.414556,-6.9548264,-3.544536,-8.051242,-8.9595375,-8.424336,-10.558884,-10.788157,-4.693748,-8.638613
69,blues.00092.au,blues,data/genres/blues/blues.00092.au,0.063084655,0.3910099,918.405452656698,1437.6091894262424,1599.673660325561,0.03231802075270898,-332.48233,128.04294,28.93669,41.82835,31.281246,23.353075,5.816309,8.992065,-3.8466275,3.7334838,-0.85898715,-0.4242174,1.4956098,-1.5557739,-0.837087,2.156456,-3.8998222,-4.1988564,-5.930102,-3.4344287
